REVIEW,RATE,THUMBS_UP_COUNT
"Worst app I took me lot of time to detect my location. I have to click multiple time to select the goodies. Then when i check out everything went away . I again selected and did checkout . I have to add address three time , then it took my address . After that when i click on next i got message we do not have any available slot . Why dont u show before checkout . Worst app full of bugs .",1,23
Very dissappointed with big basket as I am a bbstar member I thought that all the things will be easily available now but now also as we add any thing in the cart it shows products not available. Many groceries and vegetables can only be added once a time & if they are unavailable then it takes weeks for them to be back again in the app. Don't know what BB is doing. 😞😞,1,4
"Very bad service. Slots are showing available, time slot is changing from one to another, but at the time of check out, message appears with 'no availability of slots'. It is better to stop your service. We will overcome this Covid19 situation in future and will like to boycott this type of services. And please don't reply with 'apology' messages, rather do the needful.",1,2
"Useless app, will show slot available, when we try to order, it will say slot unavailable. If you dont know how to do business, please dont do. Its irritating, worst app ever, fooling people and wasting people time. Mistake downloading this app. Uninstalling right away this useless app.",1,0
Have been trying to book orders since 3 months. People in my building are able to find slots but not me. Do you only serve your star customers. If you dont give others a chance to place orders how will they become your premium clients. Very bad experience.,1,0
"Shows error: ""Unfortunately, we do not have any available slots to service you right now. Please try again later"" 24/7, even though it shows the timings in your next available slot. I don't know whom they are even serving. Items are there now and it's gone in a second, and then it's back again.",1,41
"It's been always all slots are full, why you can't just provide, dates option at least surety about the slots as timeline, and delaying notification as airplanes tickets, or movie show tickets etc. so that I can confirm about should I wait to order on this site or not. I understand the situation in COVID-19, but waiting for to order is worst part of it all, as you don't know when you get chance to confirm it. It's fine to provide future timeline or something feature like it.",1,90
"Shows available slots, the moment you checkout, it shows 'no slots available' which is absolutely unbelievable. If it's not deliverable, just say so initially, reflecting available slots in beginning than refusing whilst checkout is a joke, I understand you guys are fulfilling a high demand, but this way of handling is a joke. If you don't have slots, say so initially, we'd understand, rather than saying available first then no slots while checking out. RIDICULOUS!",1,4
"I'm bb star member and I can understand this covid-19 situation. Everyone need to get their slot. But, For me the slot is changing like anything. I selected my items in cart 6th April. But it said 'All slots are full'. The next day it shows 12th April 6AM to 11.30AM. On 12th it changed to 16th and changed to 18th April. Today when I opened the app it is refreshed and changed to Slots full. I am very very disappointed about this. If there is no slot available why you allowed to add cart.",1,26
Liked using the app earlier...but nowadays it is always 'no slots available' and even when there is a slot available..by the time you reach checkout..70% of the itmes are out of stock!!. Everyday they show a high number of customers catered to...but i have not seen a single delivery slot since many days,1,0
"Cost of several items are much higher then market such as Spencer's, easy day, big bazar etc. Secondy after adding item and checking out it shows few items are not available so that should have not be shown while adding up. Many other problem are therr with the application, not at all satisfied.",1,1
Tried multiple times to buy through BB on multiple occasions at different time slots.. And every time slots are not available.. At the time when you are supposed to be little extra helpful.... You are coming with zero solution.. extremely disappointing Deleting the app.. as its of no use.. Thanks for your kind service,1,6
"One of the most useless app I have ever come across. I have been trying to get a slot from past 10 days, and I have not got one during the lockdown. Where other apps are handling customer traffic easily, big basket is struggling to its core. Very bad experience.",1,1
Once I go to order it says one or two items are not available and it doesn't give option to remove in the same page.. Instead you need to go back identify which product it is as it doesn't tell which product that is not available. When I come back to order screen I get a message that delivery slot is not available where in you can see in the main window that the slot is available. Poorly built app.,1,3
After updation of the application... Keep on closing stating that big basket keeps stopping .... After reporting so many times no use . Unnecessarily I have loaded my money in the big basket wallet... Worse kind of service... Atleast not able to update the app without errors. Or resume it to the previous version where it is working properly. Please respond.,1,6
Would have given 0 star. Annoying app. Not user friendly. Also can anyone explain how to get slots ?? Why they don't show availability before adding items in Cart. It just kills our time.,1,1
"I am using this app for two years ...and a regular customer.. didn't find anything wrong, but in this hard time of lockdown I can't find a single slot of delivery Since March ending...I have tried a lot... I don't know why??? Who booked in this slots ?? It's useless app .. I am going to uninstall it.",1,2
"Previously this app doing very well, but form last 2 month's am unable to book any order, even another same apps are doing well, so what is your problem? We understand the problem during this period, but other apps are doing there's job so wht bigbasket not doing well? Please take care about this...",1,0
"Very disappointed, it's a complete waste to keep this app as services are exhausted, I am trying since last 15 days for delivery slots, slots are showing but never goes to payment mode and finally I have to uninstall and it's service forced me to give this poor rating. Avoid this app. A complete waste of Time.",1,2
"The worst app and business run by frauds of highest degree. I was lured for BB Star membership but ever since I opted for this paid membership, I was never ever able to find a slot. The BB team kept giving false assurances. Ultimately I asked them to refund my wallet balance and BB Star membership charge but still I have not received any response from these shameless people. My Advice : DON'T INSTALL THIS APP, DON'T DEAL WITH THE FRAUDSTERS OF BIG BASKET.",1,14
"It keeps showing since last one and half months continuously that all slots are busy in Ahmedabad. It runs a useless membership whose members do not get any slot. How come all slots always remain booked for so long when they do not allow any booking? During 1 week's ban in Ahmedabad for home delvery, it kept showing all slots busy & when ban was lifted, it kept showing that ""they are working out with authorities to allow home delivery""! And their response is still silent about this.",1,3
"Absolutely Rubbish App. Keeps Crashing. Shows a lot of items for sale but on checkout 80% of the items are always "" Out of Stock"" . Total Time waste. On delivery of Vegetables & Fruit you get Rotten Vegetables, Sour Unripe fruits, One kg. of Fruit delivered will be actually only 800 gms. Trying to Ape the West but with the dirty Cheater Attitude of keralite Indian. Shame on U.",1,3
Using this app for more than 8 months but last 22 days not able to place any order even after resuming service due to lock down every time its show slot full and even its show slot available then during check out its show no slot available despite having bb membership no special services offered during these tough time for regular customer despite compliant raised.now its more than one month not able to place a single order. Still as on 25 no slot ??,1,3
"Came here to rate 1 star after a frustrating experience of waiting 1 long week of getting my order delivered. First, getting a slot is tougher than booking a tatkal ticket. (Sometimes falsely shows data of empty slots and when I happily choose items and go to checkout page, slots are full!!) Next if by chance I get a slot (AFTER 2 DAYS MINIMUM) then it gets ""cancelled due to operational constraints""!! 👎👎 So I again place order which again has no slot AND THE CYCLE CONTINUES..............",1,21
"Crappy checkout process One creates a list of items on the cart. Takes time to do it, i might have atleast spent around 15 mins to add about 5 items to the cart.. Click on checkout, it shows some items arent available, you have to go back make edits. Then click on checkout the app now shows that there arent any available slots... Why waste time from the beginning cant the app show tat they are no slots availble before loading my cart??. I have items on my cart for thr last 4 days..",1,109
Haven't been able to place a single order during the lockdown period. Don't see any use of extending the star membership now. Had it been a week or so it would've been fine. But the fact that there have been no available slots for the past 20 days is just unacceptable and poor management.,1,4
"Useless now. I've been waiting for weeks to get a slot for Ayanavaram. When I finally got a booking, the delivery personnel just claimed area was a containment zone and ran. I got delivery from Grofers and Amazon trucks on the same and subsequent days. For the record, We were never in any sort of containment zone.",1,0
"Not getting any slots from last month when I installed the app. Very bad Update: well after lockdown only after bb is not allotting any slots, I had tried another app for home delivery and found that it serving most products to me. Now I've been using that app from 3 months and bb is useless for me in this time.",1,2
"Totally useless app..charges delivery fees but delivers late..some items are out of stock and they will tell this you half an hour before delivery..refund should be given in mode of payment done but they will return it to thier own wallet which is useless..and most importantly their customer service will never reply...in short, this is the shittiest app I have ever used..they actually deserve 0 star. ..AVOID USING THIS APP AND RATHER GO FOR SOME OTHER APPS LIKE DUNZO OR GROFERS",1,1
"Shows slots available, but I'm unable to complete my order. As soon as i go to the checkout page, it says no slots available, even when on the home page I have a slot. ///Please resolve this issue. This has been going on since the lockdown. Other platforms have started delivering now///",1,10
They modify items in the end while packing and give reason not available at that time. But still shows it for buy in app. Modified item price goes to wallet not in original source so have to make a request for transfer. This is another strategy to take money from client because amount of orders they don't deliver at the end time is about 100 rs 200 approx in big order. You have to place another order of 600 rs for free or else pay 50 rs for delivery for the items not delivered in last order.,1,29
Shiitiest app ever. After adding all the products in the end it tells you if the product is out of stock. What the hell are you guys doing. In these times of need you guys are playing with people or what. If items are not available just show it before hand dont waste people time. Never going to use this app again. If you guys are you incase out to f order dont waste people time. Show it on home screen.,1,6
"Very disappointed with your service with bb star membership... in this situation of pandemic you were supposed give extensive service to the customer, but your slots are always full... every time i open the app, i find that all slots are full...then what is the benefit of having bb star membership...your are not capable to serve the customers in this pandemic situation...",1,8
Literally no slots available. I was try since a week but now also it is showing no slots available and try again later. I was expecting this type of experience and now I have shifted to grofers,1,0
"This App Sucks. I'm Trying For Last 10 Days But It Always Says No Slots Available. And It Also Says That 90% Of Your City Customer Have Slots Available, I Guess I'm The Only One Wo Comes Under 10%. I Even Purchased BB Star Membership But No Use. So, Finally I've Ordered Groceries From Grofers And Got Delivered Within 3 Days. Grofers, Amazon, Spencers Are Delivering Goods Within Time But Big Basket Have Tremendous Demand Pressure, Wow. I'm Never Gonna Buy Again, Even After Lockdown.",1,2
"I have been opening this site for the last 15 days, it says everytime your slot from 1030amto 130pm. .today i credited rs 1000/ in my acount of bb. Even then it shows same slot for tomorrow. Either you dont have capacity to serve or not. If not don't advertise for online service.",1,2
"One star because 0 is not at option, this app is garbage I don't understand is it because of this lockdown going on or is it a usual thing. It not even about that I got the app and everything was available at such a low price and I filled my cart with whatever and as I check out slots become full things prices get hiked, things become unavailable I was like what the heck and I tried that on my moms phone and it was the same situation, show whatever it Is on all circumstances.",1,2
Can't beleive it's the same BigBasket.Lot of attitude it gets from the time it was earlier.I was so loyal to this and had recommended to many. Took BBStar membership for many years but all futile. In these tough times when customers wants the product delivered they have only shown attitude and ignored customers request repeatedly.After a month back I tried again BB but only oversmart attitude has grown.Thanks with this I shifted myself full time to JioMart & Amazon. To hell with you !,1,0
"The app is glitched. On the home screen, it shows the slots are available. Next moment, while ordering, none of the slots are available. While we wait for slots to be available, items are no longer available. Complete waste of time using this app.",1,4
No slot since March 2020.... Worst services,1,0
Past few days its showing that to update the app. But am trying to update. Buts cant completing the last 1%. Its disgusting. So please check and rectify the issues as earliest,1,0
"I am not getting any slot at my location since the Day 1 of lockdown .I can see many can avail the service of bigbasket ,but my area which was not a containment zone couldn't avail it's service when we actually needed it . Highly disappointed",1,1
"Previously the app was working fine but now even after trying for 2 months, I can't get any delivery slot . At checkout, it only shows no slots able while my neighbor is able to order and gets it delivered and not only them my whole colony is getting it delivered . But at the same when I'm trying to order, it shows no slots available. Pls look into the problem.",1,30
Rates are too high of each item.,1,0
"Update: Back to 1 star...rotten fuits and.short delivery received. No response on chat or call. No return slot either. Makes me feel like a monkey on a vehicle windshield trying to access the banana inside the locked car. Why can't available dates be displayed no matter when, instead of making people constantly keep checking the app just in case they get lucky. I would rather go out to get groceries and risk getting infected than keep looking at the app for a slot.",1,58
"I like bigbasket and use simpl my only mode of payment. To my surprise, payment through simpl has failed! And it was removed from my third party wallet payment list. Dont you think there is a need to atleast notify your customers? I would love to see simpl as a mode of payment on big basket it just makes life easier!",1,5
"It's shows available slots but when we try to order it shows that Slot is not available and also it lies about membership, being a member they promised to reserve slots for delivery but they actually don't. The worst ever and frustating experienced so far. No clarity for location wise availability of products before checkout or they might manipulating it during order processing. Also they should make complaint option with tracking details in app only. I think it don't deserve even 1 Star",1,2
"Whenever you are about to checkout, things are out of stock... pathetic app. Only using it because of this virus. 20k products is just a gimmick. Please fix this app... always while checkout things are out of stock suddenly and then I get a message things are back in stock... so irritating to keep adding stuff into cart and then they are unavailable Edit.. That is not a very intuitive way of shopping online, once the product is added to the cart it shouldn't go out of stock..",1,6
Even if you're bbstar member you hardly get a slot available. App gets stuck when you navigate back to home screen and keyboard doesn't open. Orders are always partially delivered and inventory management should be improved. From my last 5 orders always something is missing and money is added to the wallet.,1,1
"Pathetic experience. There are no slots available EVER! have been trying since over a month now, but same popup - No Slots Available! Highly disappointed!!",1,1
Home page shows available delivery slots. But while checkout it shows no slots available and asks to try again later throughout the day. If you cannot deliver close out your catalog n don't allow to add anything to cart. The usefulness of your service is determined by the way you serve during difficult times like this and I feel your app is useless.,1,13
"Worst customer support ever ,after explaining the problem still no response..",1,0
Always display slot are full. When to open the slot and how much total order will allowed in each slot? So it is very irritating to check each 30 min slot are open or not if open order place or not place. So please display the time for opening the slot and remaining order allowed count for each slot. I already taken membership but my total membership fee is wested.,1,1
U have charged 300 for bb star membership. And everytime it shows slot is available i will rush for confirming the order. But then it shows no slot available. It has become a daily practice. Daily almost 30 to 40 times i will try to book whenever slot is available but still fails.,1,2
Last few weeks I was struggling to get delivery slot and was under impression that bb is heavily loaded but discovered u are trying to grow customer base actually. I installed the app on different phone and logged in with new account . Well got surprised to see order is placed successfully. Now when I check back by old account slot is still not available. Pure cheating guys... During covid situation u can think of such stupid things.,1,3
This app even though avaliable slots are showing while checking out the items its giving message saying that no slots available to service now.In this crunch situation if its happening like this..what is the use. Worst app i would call and not recommended. Hello your app only shows the slot but when we try to check out the items its says slots not available. If slots are not available why your app should show available slots??,1,7
"You get things delivered or not, you get a slot or not.. Bigbasket will freeze 300 rs for membership.. My money was booked for 3 months but never got a chance to order anything as slots were always full.. Poor service.... Grofers, bigbazar, spencer... All of them are dispatching their products... Even on time.. But this is one fake service which repeatedly failed to take any order.",1,1
"I didn't liked a few feature on this app: 1. In case your online/wallet payments get failed (which usually happen while there is an offer applicable) then your order will automatically become COD. 2. They cancel the order and then call back to confirm the address and then automatically mark the order as delivered, now you need to text the CC and waste your time with them. 3. CC is very irresponsible as they go and check with some team for everything and you need to wait for a day.",1,35
"Worst app ever, i placed an order using cash on delivery, at the time of delivery i got a call and got informed that i need to pay for my order online or my order will be canceled, worst service ever forcing customers to pay online after selecting cash on delivery, if you are unable to collect cash just disable the option of cash on delivery, such cheap tactics to make cash.",1,0
Irritated as Refund for paid item not done and no message or support from BB,1,0
"This company has good potential due to the market they are in but, its a shame how basic features are missing in such a widely used app, patched up loop holes and it failed miserably at the time of need. If you can invest in Shahrukh Khan please also invest in logistics and load testing. Wish you a better future as there would be more competition in the future and not such monopoly.",1,5
"Pathetic behaviour...Showing slots available on the home page and on checkout shows no slots. Tried to contact customer support on call but its not reachable, no reply on chat support, They are just making joke and playing around in such situation, if you doesn't have slots then put it on the home atleast people will look for other and not waste time in adding items to the cart...Its really frustrating",1,2
I have been trying to order since last week. Every time I add stuff to the cart. Then I am informed that half the stuff is not in stock. So I search for alternatives. Then finally I am told there are no slots available. This has been happening on repeat and is a very big waste of time. So yeah that 1 star is me venting out.,1,4
"Doesnt let you log in using my email id, keeps saying email id already exists",1,0
"App not operational during any crisis situation. All other similar apps have provided more or less decent service in our area during lockdown except Bigbasket which did not allow us to place order even for once in last 2 months! After Amphan cyclone, most of the other apps had halted operations just for a day or two but even after 7 days, Bigbasket is still non operational.",1,0
"I am unable to login to the app after several trials. It sends me the login otp then keeps on giving errors like something went wrong, app is down for maintenance, even when it is auto detecting otp it is saying please enter correct otp. Worst ever experience, low standard of software. Big disappointment.",1,11
Worst app i have ever seen they have not given me the offer thing. I request play store to delete this app.i have written in the review but you people have not given the response. I want my offer thing anyhow because i have spend money on it,1,0
"Slots are never available!!! Even if it shows it is, you can never complete your order! They say they hold your items in your cart for 15mins but they won't be available in the next 2mins!! Am trying to place order over the past 5 days! I do understand the current situation but should the customer be waiting for nearly a week to place their orders???",1,0
"Just horrible service. Customer service too is bad. Cant delever then just shut down. App not updated properly. Quality not so good for fresh produce. Just horrible in general, although was good a long while ago. Very sad n disappointed.",1,2
"Bad quality products.. veggies are rotten and looks like kept packed for long time... From the time I am using your app I have faced issues, sometime wrong number updated in my profile..sometime rotten or expired items... At least at this situation stop thinking about money and fooling people... I don't think u guys are maintaining proper hygiene.. doubt on u guys now... I do have pictures of your product if you want . I can share it here or on social media which ever you like.",1,2
"Pathetic, they are showing the slot but ehen selecting the available slot, proceeding to pay the message is chosen slot is no more available and its happening since three earlier i thought the it was due the condition right now but now its the 3 day but still same issue. I even dont want to give one star",1,4
"This app is not responding in recent times. Whenever I open it, the app gets closed abruptly even though I have an updated version.",1,0
"Extremely poor experience. I took BB star membership and its showing slot is available and if I check out from my basket it shows slot is not available. If I go back to main page, it shows slot is available. Very very poor experience even though I took star membership.",1,0
"In the two months of lockdown never did it have slots to serve the place i stay which it used to serve, then why give me messages after msgs with offers and bother me. Swiggy , ZOMATO on the other hand are doing excellent work in serving essentials. Am uninstalling the app. And even after COVID never going to use this useless shoppiing company.",1,0
"Worst app ever, please do not download, every 5 sec its getting signed out/session expired. Really tired after signing in 1000 times... I wish if it would have a person, i would have slapped this app 10000 times. Go and learn app development then develop an app. It's really worst app. Very irritating No words can describe my frustrations",1,7
"From March to July, I didnt get a single slot..where the other companies helps me to buy some essential products in this lockdown period.. very very bad experience Bigbasket..I'm uninstalling your app because it occupied my phone memory..useless..",1,1
"I am new to this app. Thoroughly disappointed. The app keeps showing error messages no matter how many times I try to order, and my basket keeps refreshing to show ""no items"" and I have to reiterate the addition of each item I previously had in my list. Wasted an hour on this.",1,2
"Useless. Every time says "" All slots are full, try after sometime."" Trying to place order since last 45 days, never succeeded. Leaving Bigbasket. What the use of it when it is not able to provide service, when most needed.",1,2
"using this for almost 1 year. even after BBStar membership, slots are not available for last few days. even not geetting response from Cust Care chat and Call Center no is found not connectable. BigBasket is not reliable for current situation of lockdown. Better to buy from nearby grossry shop, atleast that shop owner maintains respect for old and regular customer!",1,3
Not able to place order Its showing delivery slot not available....,1,0
"First experience is always the best experience, but here in this case it was a very worst experience for me..at the homepage it says there is a slot available today however while checkout it says no available slots. This is very frustrating and wasting the customers time.",1,2
"Worst experience ever, delivery slots are not available every timen they shown as all delivery slots are full, i am trying continuesly, so there is no use of big basket its better to go local shops and buy groceries..",1,0
This is the worst app I have ever come across. I tried a booking for atleast 3 days with them saying that all the items are available but they are not finding any slots. How can someone not find any delivery slot for 3 days!!!!! I feel like giving it a 0 stars. I texted their customer support about thisand I RECEIVED NO REPLY!!!!! Isn't THAT AMAZING??,1,7
"I have given this app a hundred chances and waited patiently for them to react on situations. But its like thw app takes you for a ride, always delivers faulty products at rates higher than market. And in these difficult times it has reached a level wher they dont even respond to your woes. Star membership is namesake, slots are the only ones available as without membership.",1,0
The app shows slots are available but just after I place the order it tells you that slots are unavailable for my place..but again the hope page shows slots as available..I'm a new user to the app and found it not helpful at all..,1,2
"Slots are never available. I have been trying to order essentials for the past 1 week but they are always showing 'slots not available, please try again later.' This is a real problem. Fix this and I'll give more stars.",1,0
"Worst experience first of all as we all knows slots are not available but when I got chance to order something what we received cheap quality products cheap quality let me repeat again cheap quality products they are not stop there they always failed to deliver some products.. they are cheated me many time now going to uninstall this app.. waste of money waste of time cheap quality products,",1,1
"I can see next available slot at home page but still not able to complete the booking.msg show no available slot..Resolve the issue at the earliest.....What a resolution provide, stopped providing the slots only from.last 4 days, due to this issue you may end up loosing your old customers as there are lot competitors waiting out side.",1,4
Very bad experience. While ordaring u can see the products but then it get vanished .good way to fool people,1,0
All these fancy apps doesn't work during the crisis times. I have a bbstar membership and it is going to expire in 15 days and I was able to order only once during this lockdown. It always says slots are not available. I don't mind if items are delivered late but not allowing to order makes it frustrating. I have decided not to renew my membership and stick with the local store going forward.,1,60
"I am really sorry to say this.the basic functionality of the application is not working.i have never seen this kind of failure issue in my life.failure appliction design.i have order something on BB due to some internal issues i need to re-login into application, i am not able to login with my credentials it is saying error like account already exists.",1,3
Worst experience since 7 days I am trying to order stuff but I am not getting any slot n i am a bb star member which I think is useless. It shows next available slot but as soon as I add items it will appear as unfortunately we don't have any slot available for you right now. And daily they will room some stuff from my wallet.After complain they will right we are booked for next 7 days. I am also trying from so many days if I am not getting any slot how come other people are getting the slots?,1,3
I understand that because of lockdown there will be very less slots available but since last 2 weeks it's was showing there's no slot available and today i rechecked on the home screen it shows delivery slot available but at the time of checkout it shows an error saying that no slot available right now. Please fix the issue asap.,1,0
every few weeks app crash and iv to reinstall 👎👎,1,0
"Slot availability is just a big mess, inspite of your cart been filled up since weeks the minute you proceed to pay it say no slot available. Membership too is waste of money as they dont give any importance to there members only say as member get prority slot. Nor they have any customer support chat window.",1,1
"Worst application, they always allow you to add everything in the basket and when the delivery come to you something is either missing or not available, to top it up when something from my order wasn't delivered to me they credited the amount to my big basket wallet and trust me this happened thrice, i then asked them to transfer that balance from the big basket wallet to the bank account card that i used to purchase my groceries, they haven't sent the balance as of yet its been 2 weeks",1,0
From past few days whenever we are trying to confirm the order it gives a msg saying slots not available...last week the app was crashing again and again...the Homepage shows the slot availablity but when we proceed further it given the same msg slots unavailable...if you are not in a position to serve the customer then stop the service.... upsetting,1,6
Worst shopping app. Every time it's shows no slot available from past 1 month. Everyone should uninstall this app. What is the use if they can't supply us during such situation. They should atleast show available slots with available dates but every time it shows all slots are full.,1,0
"Every time I try to login using my number, it says ""Number exists already"". What's the point of having OTP authentication when you can't even verify my own damn number? How am I supposed to login if the app never lets me. Very poorly designed app.",1,1
"Please for the sake of sanity open more slots ..been seeing the same no slots are available message for the past 2 Days now .. absolutely pathetic experience ..also where the heck is the exclusive slots for bbstar members offer , there's no point of these memberships when there's no slot available .. atleast show the possibile dates by when these slots might open up ..",1,1
Slot availability is so poorly maintained. I logged into my account and luckily got a slot. My basket was already ready from before. As I proceeded to checkout they said that there was no available slots for me but on the contrary there was a slot available,1,0
"The vegetables are fruits are mostly in bad shape and stale. It started with bananas and then tomatoes and other vegetables. Don't buy vegetables which are much cheaper than market rate, most likely to be stale. The return request for perishable products vanishes automatically. The smaller rivals are doing a better job in vegetables and fruits. Other products are competitively priced and some good offers on cards and wallets. Shahrukh is just a face to hide reality.",1,23
"Am a regular customer, even a BB star member, what's the use of it if am not getting any help in this situation? It's been more than 2weeks probably am unable to find a single slot. Just need to uninstall this app. If I had option I would have given negative star or 0 star.",1,1
"I have not been able to place even a single order using your app in past one month.   And I do appreciate the courage and support Big Basket is showing in helping people sail through this tough times.  However, there has to be a way out to a pop up message that says ""No Slots Forever"".... As i have been getting this message for past one month. Irrespective of slot availability. Even the appsupport@bigbasket is not helpful, no response on this issue yet.",1,2
"Really bad experience. Especially having BBStar membership, the promised priority slot is never available. Customer support in non-responsive as ever. Other pick/drop services like Swiggy & Dunzo provide far better value than BB. I urge everyone to leverage the above services instead. This app is a waste of time for Customers.",1,0
"@bigbasket_com I have been using BigBasket for the last 8 years. But in these amazing circumstances (lockdown)not empty of your slot, whereas we are getting a new user slot around us. Now you do not need old customers, so I am also uninstalling your apps now. Thanks for your service.",1,0
"Most stupid app of all the e-commerce apps. All this time says ""all slots full - please try again later"". Is a person supposed to spend entire day looking at the app on when delivery slot opens up? I've used the app now for past 5 days and saw the slot open only twice, for probably an hour or so. Ridiculous. Waste of time",1,5
Waste of time and money app. After booking the item and during delivery they let us know that items most of the items are not available and deliver only 1 item of all booked by charging full delivery charges. They refund wallet and we have to end up using again in same app. Nice way to cheat people and rob money.,1,1
"This app is getting worse day by day 1.Payment offers are not available for even the most popular/premium cards/wallets.2. Delivery slot availability r incorrect,while placing it shows given slot is unavailable w/o suggesting available ones 3.product often gets out of stock n you get to know only while placing order.4. products options are very less,even most popular brands are unavailable 6.picking wrong delivery address even when a default address is set n it cant be changed for active order",1,1
The app always shows that slots are full. I am seeing it from the previous month. And from the previous month saying that they will clear their backlogs and slots will be available but I never saw any slot available from last month,1,0
"The most useless app ever. Never available in time of need. Any catastrophe and the first to go down is this app. I am sure people use this app, because they genuinely need something urgently and are unable to go get it. As that is the purpose of the app, it is basically useless and always unserviceable.",1,3
No delivery slots available for the orders placed....why the hell are they introducing such apps when they cannot serve the public...very disappointed.,1,0
I am also facing issue in the tricity panchkula regarding slots are not available. Could you please tell us when the slot will be available? At least you can share the future slot but it's only showing not available. This is very annoying and disappointing. If you are not providing service in tricity then you can directly show the message that service is not available in tricity so that we could not hope from you.,1,4
"I had been a BB star member, It has been 10 days and everyday still there is no slot available. The services are becoming really worst.Atleast show some slots for the future timing. Very disappointed. This was your forte, but Zomato and Swiggy are still delivering food. How come they are able to deliver but you are unavailable for last 10 15 days. Utterly bad behaviour in the times of need.",1,1
"Even after purchasing bbstar premium membership not able to book the order since 4days and if we ask customer care they are giving generic reason, at least let us know when can we book the orders...... It's shows below the profile slot for tomorrow is there but when you add the items and about to checkout they say sorry no slot available.",1,3
"Indeed the BB team is doing an amazing job in handling the supply management but the CX of the application is so frustrating. Everytime I try to place my order it shows ""no available slots"" but at the same time on the home page it shows ""slots available"". Please fix this.",1,3
"I would rather prefer no star for the BB service. First slot were unavailable, and now when it available BB undelivers some article by their end and some article inspite of showing in invoice to be delivered is missed by delivery execute which no refund is received yet. And the second order is not delivered but status showing as delivered. And call center not being connected, chats or emails not being replied. Please refund all my dues. Worst service in such a COVID-19 stage.",1,0
"Very much useless app. Dont even try to think for installing this app seriously very much disappointed. Firstly while completing the order half of the product get out of stock then whatever is left we try to order it,anytim we try to order it show unfortunately we dont have any available slot. I am still at 1 star. As per your request i had shared the order details kindly look into this and do the needful ASAP. Thank you",1,5
"The app is not working. After feeding the otp to log in, it says error. This is the time when we need support urgently. There's no point in running successfully later on when we can go out and get our provisions.",1,3
"Worst app ever, worst service, for the past few months only once I was able to order, after that I was not able to order even once though app shows slots available. It is a mere cheating of keeping my money in their wallet. I am fed up with big basket. I just want to purchase products for the money i have in my wallet then will uninstall it. BB team please do the needful or provide some option to transfer my money from BB wallet.",1,0
Onions and potatoes delivered were stale. Already it was difficult to get available slots and then the products available are of poor quality. Now I'm not even sure if the stale items can be returned as again it shows non availability of slots.,1,3
"I am seeing that slots are available in Chennai although when I try to place the order, it says that slots are not available. I have been trying for the past one month and I am encountering the same issue. I have even posted the issue in Twitter but I am yet to get any response.",1,0
"Available Slot shown is misleading,",1,0
"Waste service ...at this time of emergency no slots at all available and even it showing slots was not able to place order and asking for membership for priority slots...its all about money making app, no use at all. Get lost gonna uninstall the app.. Then better stop your worst services so that it will be helpfull for the people and we will check other alternative...i was seeing slot available for more than 1 hour but cant able to place order.plz stop all these fool proof games with the people",1,4
Since Lockdown started Bigbasket is showing slots are full all the time and till now is not servicing in most of the parts. Where as Grofers started with limited slots to more slots and servicing gracefully. We decided to discontinue big basket and won't be using even after all is normal. If you can not support during crisis you are not supposed to be earning profit during normalcy.,1,5
"When slots are there, unable to checkout. Items are in stock and at checkout ""not in stock"", when we say notify me,"" item is available"". Contact customer service on chat, response comes next day saying since you are not there, ticket closed ! Do you really expect us to keep staring at your app 24x7 hoping for a response from your team ? Your team does not have a telephone to call and sort out , when you're unable to respond immediately ?",1,1
One of the worst app ever. Only BB Royal items are available to the Customers of Ahmedabad. Item costing is more than Market Value. Majority of Indian company products is not listed for sale. After Lockdown it is always showing Slots Full. Atleast slot opening timings is not mentioned. There is no alert for opening of slots. Not at all satisfied.,1,0
Pathetic app can't order anything failed message comes again and again I won't recommend this app to anyone when it can't be used in emergency times then what is it use. Pathetic useless app. Worst experience ever Slot are available but products aren't getting selected failed to process is coming again and again,1,0
"Celebrating 1 month independence. Hardly opening the app anymore now. No more ""add items to cart"", ""keep trying to checkout"", ""items goes unavailable after sometime"", ""add alternatives"", ""try checkout"". Repeat the same cycle like 100 times daily and go crazy. Lol. No more. Biggest thanks to flipkart & swiggy.",1,3
"BB shows incorrect status of products n d worst thing is it has been like this since last 2 months they arent even working upon dere bugs. I hv been trying to add non veg items since last month, which shows available on list but suddenly gets out of stock as soon as i add it in cart. BB has become a waste of time since out of 20 items nly 2 items r available (specially in nonveg items) but BB shws everything in stock n hence when u add non veg items to cart, suddenly 90% thing goes Out Of Stck",1,3
No delivery options available even after opted for BBStar membership. Not able to understand the reason for not accepting the booking. for Delivery I can understand the window but why limiting the shopping window between 8-10 am? This company still not came out of the mindset to understand between online and physical store. The worst app for shopping.,1,0
"Very disappointing app. I have mistakenly bought a product instead of another product, so i have being trying to return the product but they are not even responding for the msg. If i reporting to return the product means and on the next day it is disappearing. Very worst app.",1,2
I am trying from a week ago it is unavailable of slots and out of stock.if you do not have slots you have to show it at first only.now if you cannot deliver i will uninstall this app right now.first it said next slot will be from 6:00-8:00 and i saw at 6:00 it is showing next slots are on 29/3/2020 at 2:00-4:00 if you cannot deliver then why we should install this app.,1,3
